HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_17978	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_19606_RS	Acinetobacter_baumannii_AB30	Acinetobacter_baumannii_AB30_RS
N0.HOG0000168	OG0000100	n1	A1S_1168	GO593_12840	GO593_RS12840		
N0.HOG0000169	OG0000100	n3	A1S_1599	GO593_13490	GO593_RS13490		IX87_RS21715
N0.HOG0000170	OG0000101	n0	A1S_1274	GO593_13795	GO593_RS13795	IX87_21965, IX87_04055	IX87_RS21565, IX87_RS03950
N0.HOG0000171	OG0000102	n0	A1S_1508	GO593_16500, GO593_15215	GO593_RS16500, GO593_RS15215	IX87_02630	IX87_RS02535
N0.HOG0000172	OG0000103	n0	A1S_1509	GO593_16505, GO593_15220	GO593_RS16505, GO593_RS15220	IX87_02625	IX87_RS02530
N0.HOG0000173	OG0000104	n0	A1S_1815	GO593_16925, GO593_07575	GO593_RS16925, GO593_RS07575	IX87_15575	IX87_RS15260
N0.HOG0000174	OG0000105	n0	A1S_2019			IX87_08230, IX87_04840, IX87_22030	IX87_RS08025, IX87_RS21625, IX87_RS04715
N0.HOG0000175	OG0000106	n0	A1S_2020			IX87_22035, IX87_04845, IX87_08235	IX87_RS08030, IX87_RS04720, IX87_RS21630
N0.HOG0000176	OG0000107	n0	A1S_2265	GO593_00225	GO593_RS00225	IX87_07445, IX87_19965	IX87_RS07260, IX87_RS19595
N0.HOG0000177	OG0000108	n0	A1S_2770, A1S_2409, A1S_2410	GO593_02850	GO593_RS02850	IX87_10690	IX87_RS10440
N0.HOG0000178	OG0000109	n0	A1S_2752	GO593_11890, GO593_02765	GO593_RS11890, GO593_RS02765	IX87_10340	IX87_RS10105
N0.HOG0000179	OG0000110	n0	A1S_2908	GO593_10740, GO593_12075	GO593_RS10740, GO593_RS12075	IX87_10405	IX87_RS10165
N0.HOG0000180	OG0000111	n0	A1S_3795	GO593_11685, GO593_18890	GO593_RS19160, GO593_RS19200	IX87_07060	IX87_RS23210
N0.HOG0000181	OG0000112	n0		GO593_00630	GO593_RS00630	IX87_04975, IX87_00115	IX87_RS04845, IX87_RS23255, IX87_RS00115
N0.HOG0000182	OG0000113	n0		GO593_16720		IX87_04980, IX87_06020, IX87_08365	IX87_RS04850, IX87_RS08155, IX87_RS05870
N0.HOG0000183	OG0000114	n0	A1S_0012, A1S_2402	GO593_06165	GO593_RS06165	IX87_14390	IX87_RS14085
N0.HOG0000184	OG0000115	n0	A1S_2629, A1S_0016	GO593_02120	GO593_RS02120	IX87_09650	IX87_RS09430
N0.HOG0000185	OG0000116	n0	A1S_1075, A1S_0095	GO593_07085	GO593_RS07085	IX87_15065	IX87_RS14750
N0.HOG0000186	OG0000117	n0	A1S_1074, A1S_0097	GO593_07095	GO593_RS07095	IX87_15075	IX87_RS14760
N0.HOG0000187	OG0000118	n0	A1S_0111, A1S_1775	GO593_07160	GO593_RS07160	IX87_15140	IX87_RS14825
N0.HOG0000188	OG0000119	n0	A1S_1078, A1S_0118	GO593_07195	GO593_RS07195	IX87_15185	IX87_RS14870
N0.HOG0000189	OG0000120	n0	A1S_0214, A1S_1246	GO593_13620	GO593_RS13620	IX87_04320	IX87_RS04195
N0.HOG0000190	OG0000121	n0	A1S_0215, A1S_1953	GO593_17615	GO593_RS17615	IX87_21535	IX87_RS21135
N0.HOG0000191	OG0000122	n3	A1S_3643			IX87_16380	
N0.HOG0000192	OG0000122	n4	A1S_0364		GO593_RS08325		
N0.HOG0000193	OG0000123	n0	A1S_0395, A1S_2562	GO593_08465	GO593_RS08465	IX87_16520	IX87_RS16195
N0.HOG0000194	OG0000124	n0	A1S_1076, A1S_0416	GO593_08575	GO593_RS08575	IX87_16635	IX87_RS16310
N0.HOG0000195	OG0000125	n0	A1S_3262, A1S_0437	GO593_08690	GO593_RS08690	IX87_16750	IX87_RS16425
N0.HOG0000196	OG0000126	n3	A1S_0439			IX87_16760	
N0.HOG0000197	OG0000126	n4	A1S_0651	GO593_08700			
N0.HOG0000198	OG0000127	n3	A1S_0515			IX87_14060	
N0.HOG0000199	OG0000127	n4	A1S_3405		GO593_RS05830		
N0.HOG0000200	OG0000128	n0	A1S_0524, A1S_0818	GO593_10280	GO593_RS10280	IX87_18420	IX87_RS18085
N0.HOG0000201	OG0000129	n3	A1S_0624				IX87_RS04615
N0.HOG0000202	OG0000129	n4	A1S_1180	GO593_12920			
N0.HOG0000203	OG0000130	n0	A1S_3433, A1S_0634	GO593_05975	GO593_RS05975	IX87_14205	IX87_RS13905
N0.HOG0000204	OG0000131	n0	A1S_0639, A1S_1551	GO593_15455	GO593_RS15455	IX87_02365	IX87_RS02275
N0.HOG0000205	OG0000132	n3	A1S_0643	GO593_10665			
N0.HOG0000206	OG0000132	n4	A1S_0897			IX87_01670	
N0.HOG0000207	OG0000133	n0	A1S_0707, A1S_2936	GO593_09705	GO593_RS09705	IX87_17770	IX87_RS17440
N0.HOG0000208	OG0000134	n0	A1S_2935, A1S_0708	GO593_09710	GO593_RS09710	IX87_17775	IX87_RS17445
N0.HOG0000209	OG0000135	n0	A1S_0709, A1S_2929	GO593_09715	GO593_RS09715	IX87_17780	IX87_RS17450
N0.HOG0000210	OG0000136	n0	A1S_0731, A1S_2589	GO593_01920	GO593_RS01920	IX87_09440	IX87_RS09220
N0.HOG0000211	OG0000137	n0	A1S_1838, A1S_0968	GO593_11195	GO593_RS11195	IX87_00690	IX87_RS00650
N0.HOG0000212	OG0000138	n0	A1S_3363, A1S_1055	GO593_12005	GO593_RS12005	IX87_05670	IX87_RS05530
N0.HOG0000213	OG0000139	n0	A1S_1061, A1S_2376	GO593_12025	GO593_RS12025	IX87_05650	IX87_RS05510
N0.HOG0000214	OG0000140	n0	A1S_1217, A1S_2939	GO593_13115	GO593_RS13115	IX87_04520	IX87_RS04395
N0.HOG0000215	OG0000141	n3	A1S_1243		GO593_RS13605		
N0.HOG0000216	OG0000141	n4	A1S_3596	GO593_13605			
N0.HOG0000217	OG0000142	n0	A1S_1357, A1S_2176	GO593_18635	GO593_RS18635	IX87_06865	IX87_RS06695
N0.HOG0000218	OG0000143	n0	A1S_1582, A1S_2037	GO593_00720	GO593_RS00720	IX87_06090	IX87_RS05925
N0.HOG0000219	OG0000144	n0	A1S_1597, A1S_2018	GO593_00490	GO593_RS00490	IX87_08185	IX87_RS07985
N0.HOG0000220	OG0000145	n0	A1S_1657, A1S_2570	GO593_15880	GO593_RS15880	IX87_19110	IX87_RS18755
N0.HOG0000221	OG0000146	n0	A1S_3720, A1S_1735	GO593_16290	GO593_RS16290	IX87_19585	IX87_RS19225
N0.HOG0000222	OG0000147	n0	A1S_1740, A1S_1888	GO593_17260	GO593_RS17260	IX87_20895	IX87_RS20505
N0.HOG0000223	OG0000148	n0	A1S_1979, A1S_3796	GO593_17770	GO593_RS17770	IX87_21690	IX87_RS21290
N0.HOG0000224	OG0000149	n0	A1S_2152, A1S_3255	GO593_18510	GO593_RS18510	IX87_06740	IX87_RS06570
N0.HOG0000225	OG0000150	n0	A1S_2839, A1S_2271	GO593_03210	GO593_RS03210	IX87_11075	IX87_RS10815
N0.HOG0000226	OG0000151	n0	A1S_2933, A1S_2304	GO593_00405	GO593_RS00405	IX87_07630	IX87_RS07440
N0.HOG0000227	OG0000152	n0	A1S_2372, A1S_2581	GO593_01100	GO593_RS01100	IX87_08615	IX87_RS08395
N0.HOG0000228	OG0000153	n0	A1S_2373, A1S_2568	GO593_01105	GO593_RS01105	IX87_08620	IX87_RS08400
N0.HOG0000229	OG0000154	n0	A1S_2567, A1S_2374	GO593_01110	GO593_RS01110	IX87_08625	IX87_RS08405
N0.HOG0000230	OG0000155	n0	A1S_2380, A1S_2580	GO593_01135	GO593_RS01135	IX87_08650	IX87_RS08430
N0.HOG0000231	OG0000156	n0	A1S_2381, A1S_2574	GO593_01140	GO593_RS01140	IX87_08655	IX87_RS08435
N0.HOG0000232	OG0000157	n0	A1S_2383, A1S_2577	GO593_01145	GO593_RS01145	IX87_08660	IX87_RS08440
N0.HOG0000233	OG0000158	n0	A1S_2384, A1S_2572	GO593_01150	GO593_RS01150	IX87_08665	IX87_RS08445
N0.HOG0000234	OG0000159	n0	A1S_2385, A1S_2566	GO593_01155	GO593_RS01155	IX87_08670	IX87_RS08450
N0.HOG0000235	OG0000160	n0	A1S_2575, A1S_2390	GO593_01180	GO593_RS01180	IX87_08695	IX87_RS08475
N0.HOG0000236	OG0000161	n0	A1S_2391, A1S_2576	GO593_01185	GO593_RS01185	IX87_08700	IX87_RS08480
N0.HOG0000237	OG0000162	n0	A1S_2400, A1S_3088	GO593_04240	GO593_RS04240	IX87_12175	IX87_RS11905
N0.HOG0000238	OG0000163	n0	A1S_2405, A1S_3279	GO593_05185	GO593_RS05185	IX87_13400	IX87_RS13100
N0.HOG0000239	OG0000164	n0	A1S_3278, A1S_2406	GO593_05180	GO593_RS05180	IX87_13395	IX87_RS13095
N0.HOG0000240	OG0000165	n0	A1S_3009, A1S_2411	GO593_03815	GO593_RS03815	IX87_11740	IX87_RS11480
N0.HOG0000241	OG0000166	n0	A1S_2769, A1S_2412	GO593_02845	GO593_RS02845	IX87_10685	IX87_RS10435
N0.HOG0000242	OG0000167	n0	A1S_2489, A1S_2897	GO593_01595	GO593_RS01595	IX87_09115	IX87_RS08895
N0.HOG0000243	OG0000168	n0	A1S_2754, A1S_2565	GO593_02775	GO593_RS02775	IX87_10355	IX87_RS10115
N0.HOG0000244	OG0000169	n0	A1S_3463, A1S_2632	GO593_02145	GO593_RS02145	IX87_09665	IX87_RS09445
N0.HOG0000245	OG0000170	n0	A1S_2892, A1S_3475	GO593_03470	GO593_RS03470	IX87_11345	IX87_RS11085
N0.HOG0000246	OG0000171	n0	A1S_2919, A1S_3718	GO593_03605	GO593_RS03605	IX87_11530	IX87_RS11270
N0.HOG0000247	OG0000172	n0	A1S_3217, A1S_2932	GO593_04880	GO593_RS04880	IX87_12930	IX87_RS12645
N0.HOG0000248	OG0000173	n0	A1S_3207, A1S_3813	GO593_04820	GO593_RS04820	IX87_12860	IX87_RS12580
N0.HOG0000249	OG0000174	n0	A1S_3473, A1S_3377	GO593_05710	GO593_RS05710	IX87_13950	IX87_RS13650
N0.HOG0000250	OG0000175	n0	A1S_3771, A1S_3609	GO593_12680	GO593_RS12680	IX87_05020	IX87_RS04890
N0.HOG0000251	OG0000176	n1	A1S_3620	GO593_12845	GO593_RS12845		
N0.HOG0000252	OG0000176	n3	A1S_3703	GO593_13495	GO593_RS13495		
N0.HOG0000253	OG0000177	n0	A1S_3706		GO593_RS19210	IX87_18820, IX87_01945	IX87_RS18470, IX87_RS23180
N0.HOG0000254	OG0000178	n0		GO593_00620	GO593_RS00620	IX87_06000, IX87_08345	IX87_RS08135, IX87_RS05850
N0.HOG0000255	OG0000179	n0		GO593_00625	GO593_RS00625	IX87_04965, IX87_00110	IX87_RS04835, IX87_RS00110
N0.HOG0000256	OG0000180	n0		GO593_00660	GO593_RS00660	IX87_00140, IX87_04985	IX87_RS00135, IX87_RS04855
N0.HOG0000257	OG0000181	n0		GO593_00775	GO593_RS00775	IX87_10640, IX87_07895	IX87_RS10390, IX87_RS07695
N0.HOG0000258	OG0000182	n0		GO593_00780	GO593_RS00780	IX87_18560, IX87_05105	IX87_RS18225, IX87_RS04975
N0.HOG0000259	OG0000183	n0		GO593_00785	GO593_RS00785	IX87_10655, IX87_18555	IX87_RS18220, IX87_RS10405
N0.HOG0000260	OG0000184	n0		GO593_11580, GO593_12645	GO593_RS11580, GO593_RS12645	IX87_00260	IX87_RS00245
N0.HOG0000261	OG0000185	n0		GO593_11600	GO593_RS11600	IX87_06105, IX87_08455	IX87_RS05940, IX87_RS08235
N0.HOG0000262	OG0000186	n0		GO593_11605	GO593_RS11605	IX87_06100, IX87_08450	IX87_RS05935, IX87_RS08230
N0.HOG0000263	OG0000187	n0		GO593_11630	GO593_RS11630	IX87_08425, IX87_05035	IX87_RS08205, IX87_RS04905
N0.HOG0000264	OG0000188	n0		GO593_11635	GO593_RS11635	IX87_08420, IX87_05030	IX87_RS08200, IX87_RS04900
N0.HOG0000265	OG0000189	n0		GO593_11675	GO593_RS11675	IX87_08355, IX87_06010	IX87_RS05860, IX87_RS08145
N0.HOG0000266	OG0000190	n0		GO593_11735	GO593_RS11735	IX87_04925, IX87_08320	IX87_RS08110, IX87_RS04795
N0.HOG0000267	OG0000191	n0		GO593_11740	GO593_RS11740	IX87_08305, IX87_04910	IX87_RS08100, IX87_RS04785
N0.HOG0000268	OG0000192	n0		GO593_13395	GO593_RS13395	IX87_04990, IX87_00145	IX87_RS04860, IX87_RS00140
N0.HOG0000269	OG0000193	n0		GO593_13420	GO593_RS13420	IX87_10525, IX87_07760	IX87_RS10285, IX87_RS07570
N0.HOG0000270	OG0000194	n0		GO593_13510	GO593_RS13510	IX87_07670, IX87_08150	IX87_RS07480, IX87_RS07950
N0.HOG0000271	OG0000195	n0		GO593_13765, GO593_16910	GO593_RS13765, GO593_RS16910	IX87_07290	IX87_RS07105
N0.HOG0000272	OG0000196	n0				IX87_05935, IX87_00030, IX87_22075	IX87_RS05785, IX87_RS21670, IX87_RS00030
N0.HOG0000273	OG0000197	n0				IX87_01955, IX87_10420, IX87_07680	IX87_RS01880, IX87_RS10180, IX87_RS07490
N0.HOG0000274	OG0000198	n0				IX87_12770, IX87_12720, IX87_13180	IX87_RS12445, IX87_RS12885, IX87_RS12490
N0.HOG0000275	OG0000199	n0	A1S_0001	GO593_06220	GO593_RS06220	IX87_14445	IX87_RS14140
N0.HOG0000276	OG0000200	n0	A1S_0002	GO593_06215	GO593_RS06215	IX87_14440	IX87_RS14135
N0.HOG0000277	OG0000201	n0	A1S_0003	GO593_06210	GO593_RS06210	IX87_14435	IX87_RS14130
N0.HOG0000278	OG0000202	n0	A1S_0004	GO593_06205	GO593_RS06205	IX87_14430	IX87_RS14125
N0.HOG0000279	OG0000203	n0	A1S_0005	GO593_06200	GO593_RS06200	IX87_14425	IX87_RS14120
N0.HOG0000280	OG0000204	n0	A1S_0006	GO593_06195	GO593_RS06195	IX87_14420	IX87_RS14115
N0.HOG0000281	OG0000205	n0	A1S_0007	GO593_06190	GO593_RS06190	IX87_14415	IX87_RS14110
N0.HOG0000282	OG0000206	n0	A1S_0011	GO593_06170	GO593_RS06170	IX87_14395	IX87_RS14090
N0.HOG0000283	OG0000207	n0	A1S_0013	GO593_06160	GO593_RS06160	IX87_14385	IX87_RS14080
N0.HOG0000284	OG0000208	n0	A1S_0014	GO593_06155	GO593_RS06155	IX87_14380	IX87_RS14075
N0.HOG0000285	OG0000209	n0	A1S_0017	GO593_06420	GO593_RS06420	IX87_14670	IX87_RS14360
N0.HOG0000286	OG0000210	n0	A1S_0018	GO593_06425	GO593_RS06425	IX87_14675	IX87_RS14365
N0.HOG0000287	OG0000211	n0	A1S_0019	GO593_06430	GO593_RS06430	IX87_14680	IX87_RS14370
N0.HOG0000288	OG0000212	n0	A1S_0020	GO593_06435	GO593_RS06435	IX87_14685	IX87_RS14375
N0.HOG0000289	OG0000213	n0	A1S_0023	GO593_06445	GO593_RS06445	IX87_14695	IX87_RS14385
N0.HOG0000290	OG0000214	n0	A1S_0024	GO593_06450	GO593_RS06450	IX87_14700	IX87_RS14390
N0.HOG0000291	OG0000215	n0	A1S_0025	GO593_06455	GO593_RS06455	IX87_14705	IX87_RS14395
N0.HOG0000292	OG0000216	n0	A1S_0026	GO593_06460	GO593_RS06460	IX87_14710	IX87_RS14400
N0.HOG0000293	OG0000217	n0	A1S_0027	GO593_06465	GO593_RS06465	IX87_14715	IX87_RS14405
N0.HOG0000294	OG0000218	n0	A1S_0028	GO593_06470	GO593_RS06470	IX87_14720	IX87_RS14410
N0.HOG0000295	OG0000219	n0	A1S_0029	GO593_06475	GO593_RS06475	IX87_14725	IX87_RS14415
N0.HOG0000296	OG0000220	n0	A1S_0030	GO593_06480	GO593_RS06480	IX87_14730	IX87_RS14420
N0.HOG0000297	OG0000221	n0	A1S_0031	GO593_06485	GO593_RS06485	IX87_14735	IX87_RS14425
N0.HOG0000298	OG0000222	n0	A1S_0032	GO593_06490	GO593_RS06490	IX87_14740	IX87_RS14430
N0.HOG0000299	OG0000223	n0	A1S_0033	GO593_06495	GO593_RS06495	IX87_14745	IX87_RS14435
N0.HOG0000300	OG0000224	n0	A1S_0034	GO593_06500	GO593_RS06500	IX87_14750	IX87_RS14440
N0.HOG0000301	OG0000225	n0	A1S_0035	GO593_06505	GO593_RS06505	IX87_14755	IX87_RS14445
N0.HOG0000302	OG0000226	n0	A1S_0036	GO593_06510	GO593_RS06510	IX87_14760	IX87_RS14450
N0.HOG0000303	OG0000227	n0	A1S_0037	GO593_06515	GO593_RS06515	IX87_14765	IX87_RS14455
N0.HOG0000304	OG0000228	n0	A1S_0038	GO593_06520	GO593_RS06520	IX87_14770	IX87_RS14460
N0.HOG0000305	OG0000229	n0	A1S_0039	GO593_06525	GO593_RS06525	IX87_14775	IX87_RS14465
N0.HOG0000306	OG0000230	n0	A1S_0040	GO593_06530	GO593_RS06530	IX87_14780	IX87_RS14470
N0.HOG0000307	OG0000231	n0	A1S_0041	GO593_06535	GO593_RS06535	IX87_14785	IX87_RS14475
N0.HOG0000308	OG0000232	n0	A1S_0042	GO593_06540	GO593_RS06540	IX87_14790	IX87_RS14480
N0.HOG0000309	OG0000233	n0	A1S_0044	GO593_06805	GO593_RS06805	IX87_14810	IX87_RS14495
N0.HOG0000310	OG0000234	n0	A1S_0045	GO593_06810	GO593_RS06810	IX87_14815	IX87_RS14500
N0.HOG0000311	OG0000235	n0	A1S_0046	GO593_06815	GO593_RS06815	IX87_14820	IX87_RS14505
N0.HOG0000312	OG0000236	n0	A1S_0047	GO593_06820	GO593_RS06820	IX87_14825	IX87_RS14510
N0.HOG0000313	OG0000237	n0	A1S_0048	GO593_06825	GO593_RS06825	IX87_14830	IX87_RS14515
N0.HOG0000314	OG0000238	n0	A1S_0049	GO593_06830	GO593_RS06830	IX87_14835	IX87_RS14520
N0.HOG0000315	OG0000239	n0	A1S_0050	GO593_06835	GO593_RS06835	IX87_14840	IX87_RS14525
N0.HOG0000316	OG0000240	n0	A1S_0051	GO593_06840	GO593_RS06840	IX87_14845	IX87_RS14530
N0.HOG0000317	OG0000241	n0	A1S_0052	GO593_06845	GO593_RS06845	IX87_14850	IX87_RS14535
N0.HOG0000318	OG0000242	n0	A1S_0061	GO593_06900	GO593_RS06900	IX87_14920	IX87_RS14605
N0.HOG0000319	OG0000243	n0	A1S_0062	GO593_06905	GO593_RS06905	IX87_14925	IX87_RS14610
N0.HOG0000320	OG0000244	n0	A1S_0063	GO593_06910	GO593_RS06910	IX87_14930	IX87_RS14615
N0.HOG0000321	OG0000245	n0	A1S_0064	GO593_06915	GO593_RS06915	IX87_14935	IX87_RS14620
N0.HOG0000322	OG0000246	n0	A1S_0065	GO593_06920	GO593_RS06920	IX87_14940	IX87_RS14625
N0.HOG0000323	OG0000247	n0	A1S_0066	GO593_06925	GO593_RS06925	IX87_14945	IX87_RS14630
N0.HOG0000324	OG0000248	n0	A1S_0067	GO593_06930	GO593_RS06930	IX87_14950	IX87_RS14635
N0.HOG0000325	OG0000249	n0	A1S_0069	GO593_06940	GO593_RS06940	IX87_14960	IX87_RS14645
N0.HOG0000326	OG0000250	n0	A1S_0070	GO593_06945	GO593_RS06945	IX87_14965	IX87_RS14650
N0.HOG0000327	OG0000251	n0	A1S_0071	GO593_06950	GO593_RS06950	IX87_14970	IX87_RS14655
N0.HOG0000328	OG0000252	n0	A1S_0072	GO593_06955	GO593_RS06955	IX87_14975	IX87_RS14660
N0.HOG0000329	OG0000253	n0	A1S_0073	GO593_06960	GO593_RS06960	IX87_14980	IX87_RS14665
N0.HOG0000330	OG0000254	n0	A1S_0076	GO593_06970	GO593_RS06970	IX87_14990	IX87_RS14675
N0.HOG0000331	OG0000255	n0	A1S_0078	GO593_06995	GO593_RS06995	IX87_15000	IX87_RS14685
N0.HOG0000332	OG0000256	n0	A1S_0087	GO593_07045	GO593_RS07045	IX87_15025	IX87_RS14710
N0.HOG0000333	OG0000257	n0	A1S_0088	GO593_07050	GO593_RS07050	IX87_15030	IX87_RS14715
N0.HOG0000334	OG0000258	n0	A1S_0089	GO593_07055	GO593_RS07055	IX87_15035	IX87_RS14720
N0.HOG0000335	OG0000259	n0	A1S_0090	GO593_07060	GO593_RS07060	IX87_15040	IX87_RS14725
N0.HOG0000336	OG0000260	n0	A1S_0091	GO593_07065	GO593_RS07065	IX87_15045	IX87_RS14730
N0.HOG0000337	OG0000261	n0	A1S_0092	GO593_07070	GO593_RS07070	IX87_15050	IX87_RS14735
N0.HOG0000338	OG0000262	n0	A1S_0093	GO593_07075	GO593_RS07075	IX87_15055	IX87_RS14740
N0.HOG0000339	OG0000263	n0	A1S_0094	GO593_07080	GO593_RS07080	IX87_15060	IX87_RS14745
N0.HOG0000340	OG0000264	n0	A1S_0096	GO593_07090	GO593_RS07090	IX87_15070	IX87_RS14755
N0.HOG0000341	OG0000265	n0	A1S_0100	GO593_07110	GO593_RS07110	IX87_15090	IX87_RS14775
N0.HOG0000342	OG0000266	n0	A1S_0103	GO593_07120	GO593_RS07120	IX87_15100	IX87_RS14785
N0.HOG0000343	OG0000267	n0	A1S_0105	GO593_07130	GO593_RS07130	IX87_15110	IX87_RS14795
N0.HOG0000344	OG0000268	n0	A1S_0106	GO593_07135	GO593_RS07135	IX87_15115	IX87_RS14800
N0.HOG0000345	OG0000269	n0	A1S_0107	GO593_07140	GO593_RS07140	IX87_15120	IX87_RS14805
N0.HOG0000346	OG0000270	n0	A1S_0108	GO593_07145	GO593_RS07145	IX87_15125	IX87_RS14810
N0.HOG0000347	OG0000271	n0	A1S_0109	GO593_07150	GO593_RS07150	IX87_15130	IX87_RS14815
N0.HOG0000348	OG0000272	n0	A1S_0110	GO593_07155	GO593_RS07155	IX87_15135	IX87_RS14820
N0.HOG0000349	OG0000273	n0	A1S_0112	GO593_07165	GO593_RS07165	IX87_15155	IX87_RS14840
N0.HOG0000350	OG0000274	n0	A1S_0113	GO593_07170	GO593_RS07170	IX87_15160	IX87_RS14845
N0.HOG0000351	OG0000275	n0	A1S_0114	GO593_07175	GO593_RS07175	IX87_15165	IX87_RS14850
N0.HOG0000352	OG0000276	n0	A1S_0115	GO593_07180	GO593_RS07180	IX87_15170	IX87_RS14855
N0.HOG0000353	OG0000277	n0	A1S_0116	GO593_07185	GO593_RS07185	IX87_15175	IX87_RS14860
N0.HOG0000354	OG0000278	n0	A1S_0117	GO593_07190	GO593_RS07190	IX87_15180	IX87_RS14865
N0.HOG0000355	OG0000279	n0	A1S_0119	GO593_07200	GO593_RS07200	IX87_15190	IX87_RS14875
N0.HOG0000356	OG0000280	n0	A1S_0122	GO593_07215	GO593_RS07215	IX87_15205	IX87_RS14890
N0.HOG0000357	OG0000281	n0	A1S_0123	GO593_07220	GO593_RS07220	IX87_15210	IX87_RS14895
N0.HOG0000358	OG0000282	n0	A1S_0124	GO593_07225	GO593_RS07225	IX87_15215	IX87_RS14900
N0.HOG0000359	OG0000283	n0	A1S_0125	GO593_07230	GO593_RS07230	IX87_15220	IX87_RS14905
N0.HOG0000360	OG0000284	n0	A1S_0126	GO593_07235	GO593_RS07235	IX87_15225	IX87_RS14910
N0.HOG0000361	OG0000285	n0	A1S_0127	GO593_07240	GO593_RS07240	IX87_15230	IX87_RS14915
N0.HOG0000362	OG0000286	n0	A1S_0128	GO593_07245	GO593_RS07245	IX87_15235	IX87_RS14920
N0.HOG0000363	OG0000287	n0	A1S_0129	GO593_07250	GO593_RS07250	IX87_15240	IX87_RS14925
N0.HOG0000364	OG0000288	n0	A1S_0130	GO593_07255	GO593_RS07255	IX87_15245	IX87_RS14930
N0.HOG0000365	OG0000289	n0	A1S_0131	GO593_07260	GO593_RS07260	IX87_15250	IX87_RS14935
N0.HOG0000366	OG0000290	n0	A1S_0132	GO593_07265	GO593_RS07265	IX87_15255	IX87_RS14940
N0.HOG0000367	OG0000291	n0	A1S_0133	GO593_07270	GO593_RS07270	IX87_15260	IX87_RS14945
N0.HOG0000368	OG0000292	n0	A1S_0134	GO593_07275	GO593_RS07275	IX87_15265	IX87_RS14950
N0.HOG0000369	OG0000293	n0	A1S_0135	GO593_07280	GO593_RS07280	IX87_15270	IX87_RS14955
N0.HOG0000370	OG0000294	n0	A1S_0136	GO593_07285	GO593_RS07285	IX87_15275	IX87_RS14960
N0.HOG0000371	OG0000295	n0	A1S_0137	GO593_07290	GO593_RS07290	IX87_15280	IX87_RS14965
N0.HOG0000372	OG0000296	n0	A1S_0140	GO593_07300	GO593_RS07300	IX87_15290	IX87_RS14975
N0.HOG0000373	OG0000297	n0	A1S_0141	GO593_07305	GO593_RS07305	IX87_15295	IX87_RS14980
N0.HOG0000374	OG0000298	n0	A1S_0142	GO593_07310	GO593_RS07310	IX87_15300	IX87_RS14985
N0.HOG0000375	OG0000299	n0	A1S_0143	GO593_07315	GO593_RS07315	IX87_15305	IX87_RS14990
N0.HOG0000376	OG0000300	n0	A1S_0144	GO593_07320	GO593_RS07320	IX87_15310	IX87_RS14995
N0.HOG0000377	OG0000301	n0	A1S_0145	GO593_07325	GO593_RS07325	IX87_15315	IX87_RS15000
N0.HOG0000378	OG0000302	n0	A1S_0146	GO593_07330	GO593_RS07330	IX87_15320	IX87_RS15005
N0.HOG0000379	OG0000303	n0	A1S_0147	GO593_07335	GO593_RS07335	IX87_15325	IX87_RS15010
N0.HOG0000380	OG0000304	n0	A1S_0148	GO593_07340	GO593_RS07340	IX87_15330	IX87_RS15015
N0.HOG0000381	OG0000305	n0	A1S_0150	GO593_07345	GO593_RS07345	IX87_15335	IX87_RS15020
N0.HOG0000382	OG0000306	n0	A1S_0151	GO593_07350	GO593_RS07350	IX87_15340	IX87_RS15025
N0.HOG0000383	OG0000307	n0	A1S_0152	GO593_07355	GO593_RS07355	IX87_15345	IX87_RS15030
N0.HOG0000384	OG0000308	n0	A1S_0153	GO593_07360	GO593_RS07360	IX87_15350	IX87_RS15035
N0.HOG0000385	OG0000309	n0	A1S_0154	GO593_07365	GO593_RS07365	IX87_15355	IX87_RS15040
N0.HOG0000386	OG0000310	n0	A1S_0155	GO593_07370	GO593_RS07370	IX87_15360	IX87_RS15045
N0.HOG0000387	OG0000311	n0	A1S_0156	GO593_07375	GO593_RS07375	IX87_15365	IX87_RS15050
N0.HOG0000388	OG0000312	n0	A1S_0158	GO593_07380	GO593_RS07380	IX87_15370	IX87_RS15055
N0.HOG0000389	OG0000313	n0	A1S_0159	GO593_07385	GO593_RS07385	IX87_15375	IX87_RS15060
N0.HOG0000390	OG0000314	n0	A1S_0160	GO593_07390	GO593_RS07390	IX87_15380	IX87_RS15065
N0.HOG0000391	OG0000315	n0	A1S_0161	GO593_07395	GO593_RS07395	IX87_15385	IX87_RS15070
N0.HOG0000392	OG0000316	n0	A1S_0162	GO593_07400	GO593_RS07400	IX87_15390	IX87_RS15075
N0.HOG0000393	OG0000317	n0	A1S_0164	GO593_07405	GO593_RS07405	IX87_15395	IX87_RS15080
N0.HOG0000394	OG0000318	n0	A1S_0165	GO593_07410	GO593_RS07410	IX87_15400	IX87_RS15085
N0.HOG0000395	OG0000319	n0	A1S_0166	GO593_07415	GO593_RS07415	IX87_15405	IX87_RS15090
N0.HOG0000396	OG0000320	n0	A1S_0167	GO593_07420	GO593_RS07420	IX87_15410	IX87_RS15095
N0.HOG0000397	OG0000321	n0	A1S_0168	GO593_07425	GO593_RS07425	IX87_15415	IX87_RS15100
N0.HOG0000398	OG0000322	n0	A1S_0169	GO593_07430	GO593_RS07430	IX87_15420	IX87_RS15105
