HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_19606	Acinetobacter_baumannii_AB030	Acinetobacter_baumannii_AB5075_UW	Acinetobacter_baumannii_ATCC_17978	Escherichia_coli_BW25113	Escherichia_coli_MG1655	Pseudomonas_aeruginosa_PAO1
N0.HOG0000148	OG0000100	n1	GO593_13100	IX87_04575	ABUW_2710	HKO16_06055			PA2518
N0.HOG0000149	OG0000100	n5	GO593_16365	IX87_19670	ABUW_2081		BW25113_2538	b2538	PA2512, PA2083
N0.HOG0000150	OG0000101	n0	GO593_14060	IX87_03780	ABUW_2537	HKO16_06730	BW25113_1814, BW25113_2797, BW25113_4471	b1814, b2797, b4471	PA5379, PA2443
N0.HOG0000151	OG0000102	n1	GO593_18060	IX87_06275	ABUW_1672	HKO16_10995			PA4989, PA2879, PA0479
N0.HOG0000152	OG0000102	n7	GO593_15175	IX87_02670	ABUW_2320	HKO16_07610			PA2758
N0.HOG0000153	OG0000103	n1		IX87_21290			BW25113_4000	b4000	PA5348, PA3940
N0.HOG0000154	OG0000103	n5	GO593_15780	IX87_19010	ABUW_2198	HKO16_08480	BW25113_0440	b0440	PA1804
N0.HOG0000155	OG0000104	n0	GO593_17615	IX87_21535	ABUW_1760, ABUW_3659	HKO16_10195, HKO16_17925, HKO16_01160	BW25113_1206	b1206	PA2563, PA1647, PA0029
N0.HOG0000156	OG0000105	n1			ABUW_3324	HKO16_15550	BW25113_0570	b0570	PA2810, PA1438, PA2524
N0.HOG0000157	OG0000105	n7	GO593_18820		ABUW_1507		BW25113_1968	b1968	PA4886
N0.HOG0000158	OG0000106	n0					BW25113_0021, BW25113_3445, BW25113_0988, BW25113_0274, BW25113_0264	b1893, b0021, b3445, b4710, b0988, b0274, b0264	
N0.HOG0000159	OG0000107	n0					BW25113_0360, BW25113_2861, BW25113_1403, BW25113_1997, BW25113_4272, BW25113_3044	b4272, b1997, b0360, b1403, b2861, b3044	
N0.HOG0000160	OG0000108	n0					BW25113_0361, BW25113_3045, BW25113_1402, BW25113_2860, BW25113_4273, BW25113_1996	b3045, b2860, b4273, b0361, b1402, b1996	
N0.HOG0000161	OG0000109	n0							PA4225, PA1219, PA3329, PA2302, PA1221, PA4078, PA2305, PA3327, PA2400, PA2399, PA2424, PA2402
N0.HOG0000162	OG0000110	n0	GO593_00280, GO593_18725	IX87_07500, IX87_06960	ABUW_1362, ABUW_1525	HKO16_12125, HKO16_11670	BW25113_3528	b3528	PA1183
N0.HOG0000163	OG0000111	n0	GO593_00370, GO593_10415	IX87_07590, IX87_01930	ABUW_1344, ABUW_3081	HKO16_12215, HKO16_04040	BW25113_2562	b2562	PA0362
N0.HOG0000164	OG0000112	n0	GO593_00720, GO593_12655	IX87_06090, IX87_02165, IX87_01500	ABUW_1400	HKO16_10830, HKO16_05615, HKO16_08085	BW25113_1145	b1145	
N0.HOG0000165	OG0000113	n0	GO593_16090, GO593_00900	IX87_19385, IX87_08025	ABUW_2132, ABUW_1228	HKO16_08830, HKO16_12390	BW25113_0628	b0628	PA3996
N0.HOG0000166	OG0000114	n0	GO593_12545, GO593_01205	IX87_05180, IX87_08720	ABUW_2760, ABUW_1165	HKO16_05510, HKO16_12695	BW25113_3439	b3439	PA1210
N0.HOG0000167	OG0000115	n0	GO593_01315	IX87_08840	ABUW_1127	HKO16_12885	BW25113_2010, BW25113_0632, BW25113_0839	b2010, b0632, b0839	PA3999
N0.HOG0000168	OG0000116	n0	GO593_01920	IX87_09440	ABUW_1910, ABUW_0998, ABUW_3204	HKO16_13665, HKO16_03450	BW25113_1338	b1338	PA2922, PA4344
N0.HOG0000169	OG0000117	n0	GO593_16930, GO593_02865	IX87_20110, IX87_05785, IX87_10710	ABUW_1982, ABUW_3205, ABUW_0724	HKO16_03445, HKO16_09505, HKO16_14645			
N0.HOG0000170	OG0000118	n1					BW25113_2182	b2182	
N0.HOG0000171	OG0000118	n3	GO593_02985	IX87_10850	ABUW_0701	HKO16_14770			PA3718, PA1108, PA3573
N0.HOG0000172	OG0000118	n9		IX87_20500					PA4136
N0.HOG0000173	OG0000119	n0	GO593_04520, GO593_02990	IX87_12490, IX87_10855	ABUW_0338, ABUW_0700	HKO16_16555, HKO16_14775	BW25113_0960	b0960	PA0454
N0.HOG0000174	OG0000120	n0	GO593_03080	IX87_10945	ABUW_0680	HKO16_14865	BW25113_1887	b1887	PA0410, PA3707, PA3349, PA1464, PA0177
N0.HOG0000175	OG0000121	n0	GO593_16555, GO593_03660	IX87_20145, IX87_20190, IX87_11585	ABUW_1977, ABUW_1969, ABUW_0516	HKO16_09150, HKO16_15680			PA3829
N0.HOG0000176	OG0000122	n0	GO593_04460	IX87_05425, IX87_12420	ABUW_2799, ABUW_0352	HKO16_05315, HKO16_16495	BW25113_1747	b1747	PA0897, PA0896
N0.HOG0000177	OG0000123	n0	GO593_04475, GO593_04845	IX87_12435, IX87_12890	ABUW_0347, ABUW_0275	HKO16_16510, HKO16_16875	BW25113_0260	b0260	PA4981
N0.HOG0000178	OG0000124	n0	GO593_04675	IX87_12655	ABUW_0308	HKO16_16710	BW25113_3113, BW25113_4243	b3113, b4243	PA5339, PA5392, PA3123
N0.HOG0000179	OG0000125	n0	GO593_04725	IX87_12705	ABUW_0299	HKO16_16755	BW25113_3213, BW25113_2468, BW25113_2887	b3213, b2468, b2887	PA5035
N0.HOG0000180	OG0000126	n0	GO593_05145	IX87_13310	ABUW_0214	HKO16_17230	BW25113_1595	b1595	PA2076, PA5218, PA3594, PA1826, PA5029
N0.HOG0000181	OG0000127	n0	GO593_10305, GO593_05765	IX87_18445, IX87_13995	ABUW_3103, ABUW_0095	HKO16_03930, HKO16_00470	BW25113_3041	b3041	PA4054
N0.HOG0000182	OG0000128	n0	GO593_06275	IX87_14515	ABUW_3895	HKO16_19085	BW25113_2883	b2883	PA0142, PA5106, PA3170, PA0134, PA1521
N0.HOG0000183	OG0000129	n0	GO593_10500, GO593_07015	IX87_01850, IX87_15020	ABUW_3065	HKO16_04125, HKO16_18600	BW25113_2323	b2323	PA5174, PA1609
N0.HOG0000184	OG0000130	n0	GO593_07025, GO593_10935	IX87_04175, IX87_05530, IX87_13890	ABUW_2618, ABUW_2817, ABUW_0116	HKO16_02805, HKO16_18590, HKO16_06520			
N0.HOG0000185	OG0000131	n0	GO593_15710, GO593_07305	IX87_18935, IX87_15295	ABUW_2212, ABUW_3745	HKO16_08410, HKO16_18300	BW25113_2431	b2431	PA2765
N0.HOG0000186	OG0000132	n0	GO593_08385	IX87_16440	ABUW_3502	HKO16_01950	BW25113_2766, BW25113_0043, BW25113_1699	b2766, b0043, b1699	PA2953
N0.HOG0000187	OG0000133	n0	GO593_09485, GO593_13205	IX87_17550, IX87_04430	ABUW_3272, ABUW_2688	HKO16_03110, HKO16_06160	BW25113_0386	b0386	PA0393
N0.HOG0000188	OG0000134	n0	GO593_10020	IX87_18150	ABUW_3161	HKO16_03645	BW25113_2157	b2157	PA3398, PA5437, PA1309, PA1570, PA5382
N0.HOG0000189	OG0000135	n1		IX87_20630			BW25113_2842, BW25113_1093	b2842, b1093	PA4089
N0.HOG0000190	OG0000135	n6	GO593_10280	IX87_18420	ABUW_3108	HKO16_03905			PA2967
N0.HOG0000191	OG0000136	n1					BW25113_0311	b0311	
N0.HOG0000192	OG0000136	n3	GO593_10985	IX87_00900	ABUW_2972	HKO16_04445			PA5372
N0.HOG0000193	OG0000136	n7		IX87_19930					PA2124, PA4100, PA3710
N0.HOG0000194	OG0000137	n0	GO593_11215	IX87_00665	ABUW_2925	HKO16_04680	BW25113_3493, BW25113_2987	b3493, b2987	PA0450, PA5207, PA4292
N0.HOG0000195	OG0000138	n0	GO593_12395	IX87_05370	ABUW_2790	HKO16_05360	BW25113_2789, BW25113_3127, BW25113_3691	b2789, b3127, b3691	PA2210
N0.HOG0000196	OG0000139	n0	GO593_12880	IX87_01110, IX87_21955, IX87_04790, IX87_05820	ABUW_4118	HKO16_05840, HKO16_10550, HKO16_00895	BW25113_1184	b1184	
N0.HOG0000197	OG0000140	n0	GO593_13065	IX87_04610	ABUW_2717	HKO16_06020	BW25113_1091	b1091	PA3286, PA0998, PA0997, PA3333, PA0999
N0.HOG0000198	OG0000141	n0	GO593_13795	IX87_21965, IX87_04055	ABUW_2594	HKO16_06450	BW25113_0608	b0608	PA2158, PA2119, PA5421, PA2188
N0.HOG0000199	OG0000142	n0	GO593_13955	IX87_03890	ABUW_2563	HKO16_06625	BW25113_2289	b2289	PA1141, PA2497, PA1264, PA2846, PA3995
N0.HOG0000200	OG0000143	n0	GO593_17200, GO593_14280	IX87_20835, IX87_03605	ABUW_1848, ABUW_2488	HKO16_09780, HKO16_06850	BW25113_0272	b0272	PA0155
N0.HOG0000201	OG0000144	n0	GO593_17280, GO593_17075, GO593_14400	IX87_20710, IX87_20915, IX87_03470	ABUW_1832, ABUW_2464, ABUW_1873	HKO16_09860, HKO16_09655			
N0.HOG0000202	OG0000145	n0	GO593_14830	IX87_03005	ABUW_2379	HKO16_07320	BW25113_0368	b0368	PA3935, PA0193, PA0194, PA2310, PA0187
N0.HOG0000203	OG0000146	n0	GO593_14870	IX87_02960	ABUW_3667, ABUW_2371	HKO16_07360	BW25113_2495, BW25113_3503	b2495, b2638, b3503	PA0950
N0.HOG0000204	OG0000147	n0		IX87_05810, IX87_11375, IX87_08745, IX87_21960, IX87_05245, IX87_01320, IX87_02980, IX87_19000, IX87_10235, IX87_01510, IX87_21445					
N0.HOG0000205	OG0000148	n0		IX87_14955	ABUW_3813	HKO16_18670	BW25113_0113, BW25113_2980, BW25113_3604	b0113, b2980, b3604	PA4769, PA5356
N0.HOG0000206	OG0000149	n0			ABUW_2613		BW25113_0497, BW25113_0700, BW25113_3593, BW25113_3482	b0497, b0700, b3593, b3482	PA2458, PA2684
N0.HOG0000207	OG0000150	n0					BW25113_1441, BW25113_0490	b1441, b0490	PA3607, PA0603, PA0206, PA0326, PA3538, PA3254, PA3187
N0.HOG0000208	OG0000151	n0	GO593_11870, GO593_00460	IX87_08165, IX87_22000, IX87_05845, IX87_04810	ABUW_0808, ABUW_1323	HKO16_10580, HKO16_08265			
N0.HOG0000209	OG0000152	n0	GO593_00465, GO593_11865	IX87_04815, IX87_08170, IX87_22005, IX87_05850	ABUW_0807, ABUW_1322	HKO16_10585, HKO16_08260			
N0.HOG0000210	OG0000153	n0	GO593_00470, GO593_11860	IX87_04820, IX87_05855, IX87_22010, IX87_08175	ABUW_1321, ABUW_0806	HKO16_08255, HKO16_10590			
N0.HOG0000211	OG0000154	n0	GO593_00475, GO593_11855	IX87_08180, IX87_05860, IX87_04825, IX87_22015	ABUW_1320, ABUW_0805	HKO16_10595, HKO16_08250			
N0.HOG0000212	OG0000155	n0	GO593_00490, GO593_11845	IX87_08185, IX87_05865, IX87_04830, IX87_22020	ABUW_0804, ABUW_1316	HKO16_10600		b1368	
N0.HOG0000213	OG0000156	n0	GO593_00520, GO593_11820	IX87_22040, IX87_05900, IX87_08240, IX87_04850	ABUW_1310, ABUW_0792	HKO16_10630		b1366	
N0.HOG0000214	OG0000157	n0	GO593_11810, GO593_00530	IX87_08250, IX87_22050, IX87_05910, IX87_04860, IX87_01985	ABUW_1308, ABUW_0790	HKO16_10640			
N0.HOG0000215	OG0000158	n0	GO593_00570, GO593_11765	IX87_22080, IX87_05940, IX87_00035, IX87_08280, IX87_04885	ABUW_1302, ABUW_0785	HKO16_10675			
N0.HOG0000216	OG0000159	n0	GO593_00615, GO593_12735	IX87_00090, IX87_04945, IX87_08340, IX87_05995	ABUW_1291, ABUW_2670	HKO16_10730, HKO16_05695			
N0.HOG0000217	OG0000160	n0	GO593_15830, GO593_01150	IX87_19060, IX87_08665	ABUW_2188, ABUW_1178	HKO16_08530, HKO16_13585, HKO16_12640			PA2386
N0.HOG0000218	OG0000161	n0	GO593_07055, GO593_01450	IX87_15035, IX87_08975	ABUW_1100	HKO16_18550, HKO16_13020	BW25113_0058	b0058	PA3246
N0.HOG0000219	OG0000162	n0	GO593_01595	IX87_14890, IX87_09115	ABUW_1061, ABUW_0595, ABUW_3829	HKO16_15275	BW25113_3786	b3786	PA3148
N0.HOG0000220	OG0000163	n0	GO593_02110	IX87_09640	ABUW_0959	HKO16_13860	BW25113_1698, BW25113_0042	b1698, b0042	PA2951, PA5400
N0.HOG0000221	OG0000164	n0	GO593_02615, GO593_16165	IX87_10190, IX87_19460	ABUW_0855, ABUW_2117	HKO16_14400, HKO16_08905	BW25113_4212	b4212	
N0.HOG0000222	OG0000165	n0	GO593_03070	IX87_10935	ABUW_0682	HKO16_14855	BW25113_1888	b1888	PA0413, PA3704, PA1458, PA0178
N0.HOG0000223	OG0000166	n0	GO593_03085	IX87_10950	ABUW_0679	HKO16_14870			PA4493, PA2798, PA4108, PA4781, PA3346, PA0409
N0.HOG0000224	OG0000167	n0	GO593_03090	IX87_10955	ABUW_0678	HKO16_14875	BW25113_1882	b1882	PA0408, PA0179, PA5364, PA1456
N0.HOG0000225	OG0000168	n0	GO593_03175	IX87_11040	ABUW_0658	HKO16_14960	BW25113_3775	b3775	PA3871, PA0699, PA1996, PA4176
N0.HOG0000226	OG0000169	n0	GO593_03605, GO593_16125	IX87_11530, IX87_19420	ABUW_0527, ABUW_2125	HKO16_15420, HKO16_08865	BW25113_1520	b1520	
N0.HOG0000227	OG0000170	n0	GO593_03725, GO593_16460	IX87_11650, IX87_19785	ABUW_0503, ABUW_2062	HKO16_15745	BW25113_1046	b1046	PA5310
N0.HOG0000228	OG0000171	n0	GO593_04550	IX87_12535	ABUW_0332	HKO16_16585	BW25113_2979	b2979	PA0317, PA1416, PA4772, PA5355
N0.HOG0000229	OG0000172	n0	GO593_04935	IX87_13010	ABUW_0257	HKO16_16980	BW25113_3405	b3405	PA5200, PA4983, PA3192, PA4101
N0.HOG0000230	OG0000173	n0	GO593_05370	IX87_13560	ABUW_0175	HKO16_17430	BW25113_4069	b4069	PA1997, PA0996, PA4733, PA0887
N0.HOG0000231	OG0000174	n0	GO593_05395	IX87_13585	ABUW_0170	HKO16_17455	BW25113_1650	b1650	PA4356, PA0840, PA1334, PA2932
N0.HOG0000232	OG0000175	n1		IX87_20015			BW25113_3830	b3830	PA2168
N0.HOG0000233	OG0000175	n4	GO593_05960	IX87_14190	ABUW_0052	HKO16_00260			PA1597, PA1166
N0.HOG0000234	OG0000176	n0	GO593_06455	IX87_14705	ABUW_3858	HKO16_18905	BW25113_1013	b1013	PA1864, PA1504, PA0436, PA0167
N0.HOG0000235	OG0000177	n0	GO593_06795, GO593_18015	IX87_14800, IX87_06225	ABUW_3840, ABUW_1682	HKO16_18810, HKO16_10950			PA3319, PA0844
N0.HOG0000236	OG0000178	n1	GO593_06920	IX87_14940	ABUW_3816	HKO16_18685	BW25113_0759	b0759	PA1384
N0.HOG0000237	OG0000178	n7		IX87_14885, IX87_14900					PA3146
N0.HOG0000238	OG0000179	n0	GO593_07160	IX87_15140	ABUW_3774	HKO16_18445	BW25113_1916	b1916	PA1898, PA1136, PA1430, PA3477
N0.HOG0000239	OG0000180	n0	GO593_07395	IX87_15385	ABUW_3727	HKO16_18205	BW25113_3662, BW25113_1528	b3662, b1528	PA2219, PA4113
N0.HOG0000240	OG0000181	n0	GO593_08355	IX87_16410	ABUW_3509	HKO16_01915	BW25113_3328	b3328	PA2675, PA0678, PA0681, PA3101
N0.HOG0000241	OG0000182	n0	GO593_08930	IX87_16975	ABUW_3403	HKO16_02445	BW25113_0805	b0805	PA4514, PA2911, PA0434, PA1322
N0.HOG0000242	OG0000183	n0	GO593_08985	IX87_17035	ABUW_3392	HKO16_02500	BW25113_3415, BW25113_4265	b3415, b4265	PA1051, PA2322
N0.HOG0000243	OG0000184	n0	GO593_09290	IX87_17355	ABUW_3309	HKO16_02915	BW25113_2739, BW25113_0508	b2739, b0508	PA0550, PA1501
N0.HOG0000244	OG0000185	n0	GO593_09515	IX87_17580	ABUW_3266	HKO16_03140	BW25113_3326	b3326	PA3103, PA0686, PA2677, PA4302
N0.HOG0000245	OG0000186	n0	GO593_09610	IX87_17675	ABUW_3247	HKO16_03235	BW25113_2021	b2021	PA4447, PA3165, PA1276, PA2531
N0.HOG0000246	OG0000187	n0	GO593_09810, GO593_09825	IX87_17865, IX87_17880	ABUW_3209, ABUW_3206	HKO16_03425, HKO16_03440	BW25113_1988	b1988	
N0.HOG0000247	OG0000188	n0	GO593_18560, GO593_11050	IX87_06790, IX87_00835	ABUW_1559, ABUW_2959	HKO16_11505, HKO16_04510	BW25113_1022	b1022	
N0.HOG0000248	OG0000189	n0	GO593_11280	IX87_00600	ABUW_2911	HKO16_04745	BW25113_0495	b0495	PA2857, PA4064, PA0073, PA4594
N0.HOG0000249	OG0000190	n0	GO593_11300, GO593_16410	IX87_00580, IX87_19740	ABUW_2907, ABUW_2072	HKO16_04765	BW25113_2501	b2501	PA5242
N0.HOG0000250	OG0000191	n0	GO593_12640, GO593_13135, GO593_11575	IX87_05085, IX87_06115, IX87_04500	ABUW_2702	HKO16_05605, HKO16_06090, HKO16_10850			
N0.HOG0000251	OG0000192	n0	GO593_12000	IX87_05675	ABUW_2841	HKO16_05110	BW25113_0215, BW25113_0214	b0215, b0214	PA1816, PA1815
N0.HOG0000252	OG0000193	n1	GO593_12150				BW25113_3292	b3292	
N0.HOG0000253	OG0000193	n3	GO593_13120	IX87_04515	ABUW_2706	HKO16_06075	BW25113_0487	b0487	PA4778
N0.HOG0000254	OG0000194	n0	GO593_12570	IX87_05155	ABUW_2755	HKO16_05535	BW25113_3714, BW25113_3664	b3714, b3664	PA4719, PA1519
N0.HOG0000255	OG0000195	n0	GO593_12950	IX87_04710	ABUW_2737	HKO16_05920	BW25113_2592	b2592	PA0459, PA3365, PA2725, PA4542
N0.HOG0000256	OG0000196	n0	GO593_14015	IX87_03825	ABUW_2549	HKO16_06685	BW25113_1540, BW25113_2664	b1540, b2664	PA4185, PA1269
N0.HOG0000257	OG0000197	n0	GO593_14170, GO593_15790	IX87_19020	ABUW_2196	HKO16_08490	BW25113_0305	b0305	PA2332, PA3571, PA0564
N0.HOG0000258	OG0000198	n0	GO593_14595	IX87_03265	ABUW_2424	HKO16_07080	BW25113_1918	b1918	PA5075, PA5155, PA1258, PA0313
N0.HOG0000259	OG0000199	n0	GO593_15060	IX87_02760	ABUW_2333	HKO16_07550	BW25113_0655	b0655	PA4195, PA3858, PA5082, PA1342
N0.HOG0000260	OG0000200	n0	GO593_16500, GO593_15215	IX87_02630	ABUW_2054, ABUW_2312	HKO16_07650	BW25113_0139	b0139	PA2130, PA4084
N0.HOG0000261	OG0000201	n0	GO593_16120	IX87_19415	ABUW_2126	HKO16_08860	BW25113_1774, BW25113_4358	b1774, b4358	PA4153, PA4097
N0.HOG0000262	OG0000202	n0	GO593_17585, GO593_17160	IX87_20790	ABUW_1768, ABUW_1856	HKO16_10165, HKO16_09740	BW25113_1642	b1642	PA3341
N0.HOG0000263	OG0000203	n0	GO593_17775	IX87_21695	ABUW_1730	HKO16_10355	BW25113_0273, BW25113_4254	b0273, b4254	PA3537, PA5172
N0.HOG0000264	OG0000204	n0	GO593_17945	IX87_21905	ABUW_1696	HKO16_10525	BW25113_3256	b3256	PA5436, PA1400, PA0494, PA4848
N0.HOG0000265	OG0000205	n0	GO593_18485	IX87_06715	ABUW_1576	HKO16_11430	BW25113_0826, BW25113_3992	b0826, b3992	PA4663, PA2103
N0.HOG0000266	OG0000206	n0					BW25113_2088, BW25113_0373, BW25113_0298, BW25113_0540, BW25113_1027	b0298, b0540, b1027, b0373, b2088	
N0.HOG0000267	OG0000207	n0							PA5090, PA3294, PA3486, PA5266, PA0262, PA1511, PA2373, PA2685, PA0091, PA0095
N0.HOG0000268	OG0000208	n0	GO593_00005	IX87_07150	ABUW_1475	HKO16_11825			PA0416, PA5342, PA2489, PA2917, PA1619
N0.HOG0000269	OG0000209	n0	GO593_00390	IX87_07610	ABUW_1340	HKO16_12235	BW25113_2308	b2308	PA2924, PA0889, PA5154
N0.HOG0000270	OG0000210	n0	GO593_00420	IX87_07645	ABUW_1333	HKO16_12265	BW25113_2551	b2551	PA5415, PA2444, PA4602
N0.HOG0000271	OG0000211	n0	GO593_11815, GO593_00525	IX87_04855, IX87_05905, IX87_08245, IX87_22045	ABUW_0791, ABUW_1309	HKO16_10635			
N0.HOG0000272	OG0000212	n0	GO593_11805, GO593_00535	IX87_08255, IX87_04865, IX87_05915, IX87_22055	ABUW_1307, ABUW_0789	HKO16_10645			
N0.HOG0000273	OG0000213	n0	GO593_00560, GO593_11785	IX87_04875, IX87_05925, IX87_00020, IX87_22065, IX87_08270	ABUW_1304	HKO16_10665			
N0.HOG0000274	OG0000214	n0	GO593_12700, GO593_00675	IX87_08375, IX87_06030, IX87_10550, IX87_07785	ABUW_1414, ABUW_1278	HKO16_08110			
N0.HOG0000275	OG0000215	n0	GO593_13515, GO593_00800	IX87_07920, IX87_02210	ABUW_1383, ABUW_2653, ABUW_1249, ABUW_0538	HKO16_08035			
N0.HOG0000276	OG0000216	n0	GO593_01235	IX87_08760	ABUW_1143	HKO16_12805	BW25113_4512, BW25113_4353	b4512, b4353	PA4605
N0.HOG0000277	OG0000217	n0	GO593_01240	IX87_08765	ABUW_1142	HKO16_12810	BW25113_0598, BW25113_4354	b0598, b4354	PA4606
N0.HOG0000278	OG0000218	n0	GO593_01275	IX87_08800	ABUW_1135	HKO16_12845	BW25113_1651	b1651	PA5111, PA0710, PA3524
N0.HOG0000279	OG0000219	n0	GO593_01660, GO593_18815	IX87_09190	ABUW_1048, ABUW_1508	HKO16_13230	BW25113_4149	b4149	PA5107
N0.HOG0000280	OG0000220	n0	GO593_01835	IX87_09350	ABUW_1016	HKO16_13410	BW25113_1987, BW25113_1275	b1987, b1275	PA1754
N0.HOG0000281	OG0000221	n0	GO593_02115	IX87_09645	ABUW_0958	HKO16_13865	BW25113_0041, BW25113_1697	b0041, b1697	PA2952
N0.HOG0000282	OG0000222	n0	GO593_02340	IX87_09895	ABUW_0911	HKO16_14115	BW25113_3926	b3926	PA3579, PA1487, PA3582
N0.HOG0000283	OG0000223	n0	GO593_02505	IX87_10090	ABUW_0874	HKO16_14290	BW25113_0116	b0116	PA1587, PA4829, PA2250
N0.HOG0000284	OG0000224	n0	GO593_02510	IX87_10095	ABUW_0873	HKO16_14295	BW25113_0727	b0727	PA1586, PA3415, PA2249
N0.HOG0000285	OG0000225	n0	GO593_02685	IX87_10265	ABUW_1976, ABUW_0842	HKO16_14470	BW25113_0572	b0572	PA0427, PA4597
N0.HOG0000286	OG0000226	n0	GO593_02755	IX87_10330	ABUW_0829	HKO16_14535	BW25113_4112	b4112	PA0757, PA2480, PA4777
N0.HOG0000287	OG0000227	n0	GO593_11890, GO593_02765	IX87_10340	ABUW_0827	HKO16_14545	BW25113_4114	b4114	PA3310, PA1972
N0.HOG0000288	OG0000228	n0	GO593_02795	IX87_10375	ABUW_0821	HKO16_14575	BW25113_0489	b0489	PA0452, PA4582, PA2437
N0.HOG0000289	OG0000229	n0	GO593_02930	IX87_10775	ABUW_0711	HKO16_14710	BW25113_3153	b3153	PA4336, PA4171, PA0355
N0.HOG0000290	OG0000230	n0	GO593_02965	IX87_10830	ABUW_0704	HKO16_14750	BW25113_0007	b0007	PA2252, PA2533, PA3641
N0.HOG0000291	OG0000231	n0	GO593_03045	IX87_10910, IX87_00950	ABUW_0689, ABUW_2980	HKO16_14830	BW25113_0468	b0468	PA1439
N0.HOG0000292	OG0000232	n0	GO593_03140, GO593_06260	IX87_11005, IX87_14485	ABUW_0665, ABUW_3899, ABUW_4102	HKO16_14925, HKO16_19100			
N0.HOG0000293	OG0000233	n1				HKO16_12075	BW25113_3421	b3421	PA4583
N0.HOG0000294	OG0000233	n4	GO593_03210	IX87_11075	ABUW_0651	HKO16_14995			PA5471
N0.HOG0000295	OG0000234	n0	GO593_03305	IX87_11190	ABUW_0631	HKO16_15095	BW25113_3523	b3523	PA3709, PA3595, PA3749
N0.HOG0000296	OG0000235	n0	GO593_03980, GO593_17480	IX87_11905, IX87_21130	ABUW_0451, ABUW_1790	HKO16_16000, HKO16_10065			PA2575
N0.HOG0000297	OG0000236	n0	GO593_04710	IX87_12690	ABUW_0302	HKO16_16740	BW25113_2778	b2778	PA0536, PA1450, PA1451
N0.HOG0000298	OG0000237	n1			ABUW_1642				PA4799
N0.HOG0000299	OG0000237	n2	GO593_04745	IX87_12785	ABUW_0295	HKO16_16775	BW25113_3390	b3390	PA5039
N0.HOG0000300	OG0000238	n0	GO593_05195	IX87_13410	ABUW_0203	HKO16_17290	BW25113_1302, BW25113_2662	b1302, b2662	PA0266
N0.HOG0000301	OG0000239	n0	GO593_05295	IX87_13475	ABUW_0190	HKO16_17355	BW25113_1649	b1649	PA2196, PA0475, PA0839
N0.HOG0000302	OG0000240	n0	GO593_05445	IX87_13645	ABUW_0159	HKO16_17505	BW25113_0150	b0150	PA0151, PA0470, PA2466
N0.HOG0000303	OG0000241	n0	GO593_18835, GO593_05590	IX87_13815	ABUW_1504, ABUW_0130	HKO16_17655	BW25113_1970	b1970	PA1518
N0.HOG0000304	OG0000242	n0	GO593_12505, GO593_05690	IX87_05220, IX87_13930	ABUW_2768, ABUW_0108	HKO16_05470, HKO16_00545			PA1537
N0.HOG0000305	OG0000243	n0	GO593_05855	IX87_14085	ABUW_0073	HKO16_00365	BW25113_4352	b4352	PA5535, PA2945, PA4604
N0.HOG0000306	OG0000244	n0	GO593_06070	IX87_14295	ABUW_0030	HKO16_00150	BW25113_1006, BW25113_2497	b1006, b2497	PA4647
N0.HOG0000307	OG0000245	n0	GO593_06155	IX87_20505, IX87_14380	ABUW_0014	HKO16_00070	BW25113_1637	b1637	PA0668, PA4138
N0.HOG0000308	OG0000246	n0	GO593_06250	IX87_14475	ABUW_3901	HKO16_19110	BW25113_0357, BW25113_2105	b0357, b2105	PA1298
N0.HOG0000309	OG0000247	n0	GO593_06430, GO593_12160	IX87_14680	ABUW_3863, ABUW_3663	HKO16_18930	BW25113_0027	b0027	PA4559
N0.HOG0000310	OG0000248	n0	GO593_06480	IX87_14730	ABUW_3853	HKO16_18880			PA3445, PA2594, PA2595, PA2596, PA2599
N0.HOG0000311	OG0000249	n0	GO593_06520, GO593_15505	IX87_14770, IX87_02315	ABUW_3845, ABUW_2253	HKO16_18840, HKO16_07940			PA2957
N0.HOG0000312	OG0000250	n0	GO593_06840	IX87_14845	ABUW_3831	HKO16_18765	BW25113_2062, BW25113_0983	b2062, b0983	PA2234
N0.HOG0000313	OG0000251	n0	GO593_06905	IX87_14925	ABUW_3819	HKO16_18700	BW25113_2042, BW25113_1236	b2042, b1236	PA2023
N0.HOG0000314	OG0000252	n0	GO593_06910	IX87_14930	ABUW_3818	HKO16_18695	BW25113_2028	b2028	PA3559, PA2022, PA3540
N0.HOG0000315	OG0000253	n0	GO593_06930	IX87_14950	ABUW_3814	HKO16_18675	BW25113_3603, BW25113_2975	b3603, b2975	PA4770
N0.HOG0000316	OG0000254	n0	GO593_07485	IX87_15475	ABUW_3709	HKO16_18115	BW25113_2414	b2414	PA0399, PA2104, PA2709
N0.HOG0000317	OG0000255	n0	GO593_07540	IX87_15530	ABUW_3697	HKO16_18060	BW25113_2077, BW25113_3754	b2077, b3754	PA0458
N0.HOG0000318	OG0000256	n0	GO593_07550	IX87_15550	ABUW_3694	HKO16_18050	BW25113_1816, BW25113_2063	b1816, b2063	PA1331
N0.HOG0000319	OG0000257	n0	GO593_07565	IX87_15565	ABUW_3691	HKO16_18035	BW25113_1775, BW25113_1769	b1775, b1769	PA3467
N0.HOG0000320	OG0000258	n0	GO593_07630	IX87_15640	ABUW_3655	HKO16_01180	BW25113_2553, BW25113_0450	b2553, b0450	PA5288
